name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
Alyssa Davis,Lake Joshuaburgh,68684,460,16349,2,35,FALSE
Christina Clark,West Steven,127853,760,15786,39,90,TRUE
Bruce Barr,West Courtney,144084,606,46007,27,65,TRUE
Arthur Santana,Grayburgh,74396,683,3302,34,75,TRUE
Ryan Fisher,Port Ericland,135412,457,28200,6,50,FALSE
Michael Martin,Oliviaburgh,45095,845,44287,36,65,TRUE
Jerry Jackson,Ramirezview,91385,519,49065,1,25,FALSE
Edward Barton,Hoshire,39869,418,46515,8,20,FALSE
Crystal Graves,New Timothyshire,48449,438,4462,33,40,FALSE
Shawn Lindsey,North William,128848,375,16826,34,55,FALSE
Gina Medina,Joseside,59571,439,12685,2,35,FALSE
Samuel Harris,Lake Daisy,142740,830,10687,39,100,TRUE
Javier Schultz,Lake Kathleenmouth,118647,468,45652,17,50,FALSE
Gail Johnson MD,Port Elizabethtown,124924,331,6481,20,60,TRUE
Patrick Walsh,North Haileyfort,118395,400,29768,34,50,FALSE
Amy Mccoy,Lake Edwardstad,82089,620,25841,7,55,FALSE
Kathy Roberts,Joseland,140853,451,40344,36,50,FALSE
Donna Boyd,East Gregoryport,135458,813,41740,2,80,TRUE
John Hunter,Johnsonton,103048,302,44387,16,45,FALSE
Jamie Fields,West Jenniferview,77942,842,10827,25,90,TRUE
Bryce Gutierrez,Williammouth,41836,678,44340,3,40,FALSE
Roberto Glover,Blairside,133636,340,41961,30,50,FALSE
Daniel Ortiz,Montgomerytown,81717,838,13108,8,85,TRUE
Derek Williams,Port Peterhaven,31824,427,37424,33,25,FALSE
Deborah Quinn,New Stacy,64663,810,17319,33,80,TRUE
Nathan Lopez,South Josephberg,100329,367,10273,25,55,FALSE
Elizabeth Jackson,Rickeyburgh,46199,321,16906,26,30,FALSE
Bianca Bowen,Lewisport,89609,557,6384,29,55,FALSE
Samantha Carter,Moorestad,78311,597,3773,11,70,TRUE
Daryl Lowe,Amyburgh,118188,600,13561,1,55,FALSE
Julie Parker,Michellehaven,128174,843,34109,1,75,TRUE
Monica Richardson,Port Toni,118125,639,48546,8,55,FALSE
Ronald Brown,Benjaminton,64362,598,16651,13,55,FALSE
Christine Hubbard,Jameshaven,106619,563,39477,20,50,FALSE
Barbara Chandler,Port Curtis,79941,396,47616,38,40,FALSE
John Johns,New Brandonborough,137795,546,39883,5,45,FALSE
Christina Robinson,Schneiderbury,113695,340,27650,2,45,FALSE
Tina Hull,Changmouth,78689,698,7246,29,80,TRUE
Shannon Maxwell,North Rhondaborough,44201,327,2926,37,40,FALSE
Richard Rodriguez,Port Carla,118452,313,17016,24,55,FALSE
Mark Jimenez,Mackenzieville,60647,725,1201,39,75,TRUE
Jenna Lynch,Denniston,91797,378,21396,38,50,FALSE
Bryce Fox,Danielport,33280,531,16161,25,25,FALSE
Grace Johnson,Port Wendy,111205,499,12180,10,55,FALSE
Jerry Rogers,Jonesview,145898,337,46574,18,50,FALSE
Joshua Shepard,Port Michaeltown,103584,645,16574,31,70,TRUE
Jessica Burch,New Heatherville,72992,431,28952,1,25,FALSE
Terri Golden,New Nicolestad,149964,699,27072,38,80,TRUE
Seth Johnson,Lake Stanley,109964,628,49834,13,60,TRUE
Christopher Robinson,Michaelchester,59015,821,37063,11,75,TRUE
Brian Sims,Colemanside,114889,446,41709,13,50,FALSE
Dr. Donna Mccarty,East Kevinside,38285,305,35590,28,25,FALSE
Grace Young,South Brandon,113283,539,43279,23,50,FALSE
Becky Garcia,Shannontown,137984,348,34252,23,55,FALSE
Lauren Brown MD,North Jennifer,90852,763,17727,37,85,TRUE
Jennifer Harper,Wangshire,149195,684,44042,18,75,TRUE
Maria Malone,Davishaven,121891,602,10514,34,75,TRUE
Lauren Walsh,East Mark,69608,405,20294,1,25,FALSE
Stacy Hudson,East Pamela,115097,410,13121,14,55,FALSE
Charles Costa,Elliottton,83516,717,41777,1,50,FALSE
Kara Sanders MD,Comptontown,45292,752,12397,13,65,TRUE
Tommy Ramsey,West Elizabeth,48320,670,43610,15,50,FALSE
Kelly Sandoval,Port Loriport,35943,303,23589,26,25,FALSE
Autumn Thomas,Petersonside,34877,450,27622,37,25,FALSE
Kimberly Thomas,Claytonside,69893,691,38546,24,60,TRUE
Mark Mclean,North Anna,94569,736,7439,9,75,TRUE
Renee Edwards,Tinaville,45220,557,13585,17,30,FALSE
Chase Matthews,Melissaview,42739,341,2930,10,40,FALSE
Danny Smith,Burkefurt,60775,364,4614,7,45,FALSE
Pamela Gordon,North Elizabethmouth,146294,326,4140,4,50,FALSE
Anthony Wong,West Crystalland,100457,629,4560,29,75,TRUE
Christopher Soto,Port Brandi,47781,753,43078,26,60,TRUE
Amber Richardson,Josephfort,80940,751,30012,38,80,TRUE
Christopher Klein,Mcclurefurt,89459,721,45000,8,60,TRUE
Haley Peters,Lake Moniquefort,78629,693,4125,10,80,TRUE
Tara Jones,Andrewhaven,117881,846,18222,4,85,TRUE
Christina Chavez,East Stephaniemouth,127404,666,47852,10,65,TRUE
Thomas Morales,Stephensland,121289,775,1697,13,95,TRUE
Stephanie Martin,North Carrietown,100804,688,8380,14,85,TRUE
Cynthia Palmer,Davidfort,84935,653,25640,7,55,FALSE
Jermaine Vance,Kurtshire,106983,350,48578,10,45,FALSE
Erica Thomas,Carterton,127290,396,29256,17,55,FALSE
Sandra Ross,East Rebeccafort,125236,825,12161,11,100,TRUE
Roy Fowler,Shannonshire,50253,849,12953,6,75,TRUE
Debbie Arias,Jacksonside,146052,648,49139,31,65,TRUE
Melissa Kim,Delacruzbury,84379,548,8535,32,50,FALSE
Michael Flores,West Jeremymouth,115841,323,33297,37,50,FALSE
Mallory Powell,South Timothyton,42978,712,33536,15,50,FALSE
Kelly Aguirre,West Kathyfurt,139273,447,6528,10,60,TRUE
Mark Murphy,North Victoria,94139,674,1972,21,80,TRUE
Jillian Garcia,Richardberg,110694,374,35264,11,50,FALSE
Kenneth Murphy,Novakton,83492,847,45686,17,80,TRUE
Marcus Weaver,East Davidton,66666,638,3222,38,65,TRUE
Crystal Wilkinson,Proctorview,34288,819,20127,8,60,TRUE
Larry Mathis,Lake Christopherstad,120476,762,42029,34,85,TRUE
Tonya Potter,Lake Dianaland,78566,665,12733,15,65,TRUE
Jennifer Myers,New Kayla,58477,491,2718,39,50,FALSE
James Miller,Lake Courtneymouth,88115,806,41005,34,80,TRUE
Joshua Vincent MD,Wagnerberg,88287,432,21979,33,50,FALSE
Kathleen Brady,Erintown,60947,708,43175,11,60,TRUE
Rebecca Wood,Nicolestad,142125,699,25965,39,80,TRUE
Jesus Johnson,East Joshuaside,77537,480,49920,21,40,FALSE
Debra White,Murrayfurt,43022,500,10198,22,35,FALSE
Lisa Lopez,Lake Stephanie,119873,845,49454,36,85,TRUE
Rachel Greer,Port Shelia,78147,405,23294,25,45,FALSE
Bobby Becker,Jacobmouth,101364,794,12658,21,90,TRUE
Wayne Jackson,Port Heather,148187,651,35717,38,70,TRUE
Jacqueline Walker,New Jenniferstad,114518,674,2681,31,85,TRUE
Tina Herring,Alexismouth,77012,799,45571,18,75,TRUE
Courtney Lee,Lake Patriciashire,37936,376,8418,30,35,FALSE
Carmen Gonzalez,Brandiview,82184,338,6636,23,55,FALSE
Gabriel Murphy,East Jessicastad,66160,519,28491,30,35,FALSE
Jillian Stewart,New Josephberg,54878,411,19578,5,35,FALSE
Hector Bryant,Lake Brittanyfort,46011,361,40653,8,20,FALSE
Adriana Ward,Port Willie,141153,656,27358,10,70,TRUE
Taylor Grant,Butlermouth,138028,818,28231,28,95,TRUE
Diana Huffman,South Janice,89600,822,23104,17,85,TRUE
Gina Chapman,Lauramouth,42015,594,12650,32,45,FALSE
Tyler Lozano,Port Heathermouth,116870,326,9921,0,45,FALSE
Amanda Solis,Danielleshire,57801,537,5767,15,50,FALSE
Shawn Ware,Port Markmouth,114109,370,14654,0,40,FALSE
John Boyd,Petersburgh,113819,402,19606,19,55,FALSE
Joseph Jensen,Willisfort,108269,447,33740,14,50,FALSE
Steven Mccormick,Dawnberg,32799,306,9502,23,30,FALSE
Victoria Padilla,Keithland,36629,838,15315,11,65,TRUE
Rhonda Rodriguez,East Mary,133126,429,14119,38,55,FALSE
Ryan Smith,Claireton,73713,686,49384,0,45,FALSE
Kelly Perry,Mooreside,61925,774,23610,1,60,TRUE
Pamela Powell,Lake Stephenburgh,46505,658,32462,29,40,FALSE
Paul Cox,Timothyfurt,133150,458,38435,2,40,FALSE
Luke Dixon,Reyesside,104000,546,48812,6,40,FALSE
Joshua White,Hornefort,56896,479,5149,29,50,FALSE
Christina Cobb,New Diana,38992,490,2918,20,40,FALSE
Christopher Moses,Lake Robert,138765,475,7606,27,60,TRUE
Mary Richards,Joelside,130290,447,16496,10,55,FALSE
Jack Brandt,West Angela,102641,615,18483,26,70,TRUE
Nathaniel Ford,Robinsonfurt,57152,596,17196,1,40,FALSE
Debbie King,Carrville,106858,484,30283,38,50,FALSE
Shannon Gonzales,New Grant,58305,371,11622,3,35,FALSE
Melvin Carlson,Higginsborough,136568,802,47394,20,90,TRUE
Trevor Bautista,East Edward,143992,400,9828,23,60,TRUE
Richard Roy,East Benjamin,60539,345,18387,35,40,FALSE
Robert Parks MD,Baileyborough,73064,681,44735,32,60,TRUE
David Nichols,Port Maryton,131498,506,2136,17,60,TRUE
Cynthia Hughes,Port Ashleyshire,49340,628,8174,29,50,FALSE
Russell Martin,Port Jessica,133369,395,2496,9,55,FALSE
Carol Mcintosh,Elizabethland,148034,610,14031,30,75,TRUE
Sean Dixon,New Madelinetown,108116,725,31808,5,70,TRUE
Kevin Davis,East Raymondberg,30371,455,8573,13,30,FALSE
Sean Bradshaw,Ortizberg,66342,354,8547,38,45,FALSE
Megan Wilson,Powellberg,142513,485,3742,7,55,FALSE
Amanda Taylor,Dorothyhaven,48964,748,17297,12,65,TRUE
Nicole Lewis,Ashleychester,47038,689,23106,13,50,FALSE
Mary Gibson,Kimberlyville,100807,453,19484,11,55,FALSE
Duane Clarke,Garrettberg,62853,645,1572,36,65,TRUE
Vicki Hernandez,Nicholastown,134662,498,46916,23,50,FALSE
Hannah James PhD,Port Sarahshire,52871,653,9401,37,60,TRUE
Alan Davis DVM,East Joshuachester,44408,667,37024,20,40,FALSE
Jasmine Farmer,East Meghan,116646,565,5911,9,55,FALSE
William Conrad,Martinezburgh,143567,790,16126,35,90,TRUE
Antonio George Jr.,South Ronaldshire,33379,322,28023,14,25,FALSE
Scott Schmidt,West Luisburgh,47275,307,15538,18,30,FALSE
Anthony Smith,Rebeccafurt,31947,808,37990,40,65,TRUE
Jay Buchanan,West Scottstad,76955,680,19680,27,70,TRUE
Theresa King,East Maryview,133544,772,29454,0,75,TRUE
Justin Hammond,North Jaredchester,133341,535,7578,28,60,TRUE
Phillip Davis,South Zachary,61186,313,34872,6,30,FALSE
Meagan West,New Anthony,107182,410,23460,3,45,FALSE
Craig Williams,Garciaton,72437,773,47702,14,70,TRUE
Wayne Hess,Michaelhaven,32068,582,33245,19,40,FALSE
James Wilson,North Andre,52838,745,12909,22,80,TRUE
Kelsey Kelly,Warnerview,64782,808,2945,13,90,TRUE
Aaron Gonzalez,New Richard,36868,750,17660,27,60,TRUE
Jessica Hernandez,Brendahaven,46614,546,10058,30,35,FALSE
Anthony Adams,Colemanport,127218,638,42080,37,65,TRUE
Barry Wilson,Chapmanmouth,85176,427,17535,2,40,FALSE
Matthew Richards,Port Jenniferview,98955,303,21646,15,50,FALSE
Michelle Stewart,North Jonathan,44896,813,3483,37,80,TRUE
Ronald Underwood,Loganhaven,127735,804,42869,14,90,TRUE
Christina Garza,Port Robertside,38330,599,7688,26,50,FALSE
Tina Hernandez,Mitchellton,92422,796,32450,36,80,TRUE
David Thompson,Samuelborough,88756,827,44891,37,80,TRUE
Lauren Barr,Romanland,131976,570,11822,27,60,TRUE
Anthony Murray,North Christopher,77453,356,11378,1,35,FALSE
Mary Green,East Mikeshire,97271,825,40024,32,80,TRUE
Penny West,North Christopher,107812,755,2468,34,95,TRUE
Laurie Roberts,Port Loriland,44293,708,18041,19,50,FALSE
Caitlyn Martinez,Alejandrabury,89245,750,34216,23,80,TRUE
Adam Thompson,West Amberchester,96039,785,21984,30,85,TRUE
Sandra White,South Anna,59038,606,40038,25,50,FALSE
Matthew Miller,New Patricia,110623,576,11836,38,55,FALSE
Kristin Wagner,Barberfurt,35683,788,44554,40,60,TRUE
Andrew Gomez,West Rebeccaland,125321,733,8372,22,85,TRUE
Johnny Arnold,East Tony,132659,529,22843,24,55,FALSE
Richard Stevens,Whiteton,149111,731,47006,40,75,TRUE
Leonard Reyes,Lake Joseph,143636,739,2679,17,85,TRUE
Erik Brown,East Annville,116363,695,10328,10,85,TRUE
Mrs. Olivia Petersen,Hillside,98347,428,1022,32,55,FALSE
Toni Osborne,Amandaside,69535,813,15939,39,85,TRUE
Jeffrey Mercer,Mendozahaven,90036,755,40448,36,75,TRUE
Alex Whitaker,West Charlesville,114323,554,24445,38,55,FALSE
Carla Hoover,Lake Richard,34082,538,14981,30,25,FALSE
Stephanie Peterson,North Samantha,37972,628,37457,32,40,FALSE
Gary Greer,East Michaelview,92781,609,33479,9,55,FALSE
Luis Patterson,Port Jamesport,141057,580,2851,36,75,TRUE
Ryan Harrison,Mosleyland,82640,828,9308,16,90,TRUE
Laura Payne,New Ambertown,85872,710,31259,35,70,TRUE
Devon Ramos,Blackville,119928,531,22394,39,55,FALSE
Jay Alvarado,Lake Theresa,44150,705,46644,39,50,FALSE
Emily Hunter,Haleyland,94260,635,23300,37,65,TRUE
Erik Keller,North Christinaburgh,123375,359,46052,30,50,FALSE
Danielle Mcfarland DVM,West Danielfort,149236,380,28687,3,45,FALSE
Kyle Mullins,Clarkmouth,88138,554,27921,8,40,FALSE
Kerry Murphy,South Toddton,39632,325,39936,36,25,FALSE
Chad Moreno,Haroldport,147868,685,25578,17,80,TRUE
Natalie Hawkins,Reynoldschester,40589,351,22422,27,25,FALSE
Adrian Gibbs,Leroystad,72219,801,30038,21,75,TRUE
Alyssa Hayes,Kaylabury,109730,496,34188,38,50,FALSE
Carlos Vincent,Jonathanfurt,49442,690,9572,40,60,TRUE
Jason Haynes,North Randymouth,38609,655,16001,3,30,FALSE
Timothy Coleman,North Gregory,46540,601,12864,28,45,FALSE
Stanley Benson,Collinsberg,66046,623,41191,4,40,FALSE
Brian Thompson,North Nathanhaven,111830,557,35957,33,50,FALSE
Wendy Smith,North Thomashaven,112978,705,32535,31,75,TRUE
Bethany Baxter MD,Scotttown,106724,579,30236,8,45,FALSE
Jennifer Baker MD,Jonesville,101874,468,4504,13,60,TRUE
Crystal Wolf,Petersonchester,123343,654,46641,37,65,TRUE
Sharon Patel,Spencerburgh,72622,677,18349,32,65,TRUE
Carl Powers,New Mark,79925,559,24725,17,45,FALSE
Michael Patterson,Deniseport,108301,778,23186,9,85,TRUE
Sarah Jones,East Eric,99541,758,19708,34,85,TRUE
Nancy Rowland,South Samuelfurt,68652,511,16918,18,45,FALSE
Meghan Jackson,North James,89469,688,45897,10,65,TRUE
Stephanie Gomez,Lake Amyland,96263,696,17183,2,65,TRUE
Miguel Lee,Lynchbury,109354,632,48132,34,60,TRUE
Brianna Hanson,West Melanie,86387,612,1774,2,60,TRUE
Sharon French,New Cesarfurt,42999,751,32075,32,60,TRUE
Taylor Kirby,Vanessaview,133952,560,17671,23,55,FALSE
Jeffrey Petersen,Port Amanda,121983,670,46117,4,65,TRUE
Manuel Cole,North Darlenemouth,44996,546,43182,38,25,FALSE
Joshua Horne,Morganfurt,141777,735,39425,33,75,TRUE
Brittney Tanner,West Victoriamouth,115814,792,38930,8,80,TRUE
Ashley Franco,West Nicholas,115316,337,6868,38,60,TRUE
Tracey Page,West David,145042,508,37486,14,50,FALSE
Carla Young,East Theresaside,130789,811,2971,25,100,TRUE
Brooke Keith,East Zachary,102264,827,4235,36,100,TRUE
Christy Thomas,Port Darylburgh,124481,535,12516,0,40,FALSE
Michael Cruz,Grayton,143441,330,34287,40,55,FALSE
Shawna Gillespie,Espinozaville,58183,311,36896,5,30,FALSE
Chelsey Reyes,West Bryanbury,86370,596,21927,15,60,TRUE
Angela Dixon,Port Timothychester,89186,441,13778,20,50,FALSE
Sean Chapman,North Adamtown,146403,768,27494,11,90,TRUE
Robert Ramirez,Stephanieshire,59949,688,29674,4,50,FALSE
Steven Price,Christophertown,84239,702,25311,19,70,TRUE
Michelle Padilla,West Aaron,74424,757,36497,20,70,TRUE
Lucas Nielsen,Kelseyfort,138451,342,35261,39,50,FALSE
Raymond Wolf,Barnesborough,89441,601,37304,9,50,FALSE
Nicholas Cunningham,Mooremouth,82262,315,35600,14,40,FALSE
Kristin Meyer,South Allisonfort,84524,374,24860,1,30,FALSE
Kevin White,Anthonyshire,125631,765,25710,1,75,TRUE
Cynthia Johnson,East Ryanstad,42463,765,42357,33,60,TRUE
Sandra Lopez,West Tiffanyside,70966,305,38462,23,35,FALSE
Teresa Bowers,Matthewmouth,85936,420,31183,31,45,FALSE
Michael Lambert,South Kenneth,70963,489,5890,6,45,FALSE
Rebecca Newman,West Christopher,117177,712,10028,27,85,TRUE
Christopher Morrison,Cookshire,63408,376,30443,3,25,FALSE
Sierra Gentry,Jenniferstad,79060,572,9643,6,45,FALSE
Hannah Carter,Basston,50006,626,29515,32,50,FALSE
Ryan Thomas,Tylertown,120023,318,49124,3,35,FALSE
James Schaefer,Robertton,92163,770,12251,13,85,TRUE
Diana Lin,New Frank,38799,635,48259,17,40,FALSE
Brandon Meyer,East Haley,41957,763,16752,5,60,TRUE
Jason Price,Adamland,139022,360,24031,35,55,FALSE
Nicole Brown,New Nathantown,41188,482,31397,6,20,FALSE
